Date	Time	Longitude	Latitude	Block	Season	Year	Month
2007-01-09	14:27:49	126.16118	-10.06628	ALB	Spring	2007	September
2007-01-09	14:28:49	126.16022	-10.06523	ALB	Spring	2007	September
2007-01-09	14:29:49	126.1593	-10.06418	ALB	Spring	2007	September
2007-01-09	14:30:49	126.15835	-10.06313	ALB	Spring	2007	September
2007-01-09	14:31:49	126.1574	-10.06211	ALB	Spring	2007	September
2007-01-09	14:32:49	126.15649	-10.06109	ALB	Spring	2007	September
2007-01-09	14:33:49	126.15559	-10.06008	ALB	Spring	2007	September
2007-01-09	14:34:49	126.15469	-10.05909	ALB	Spring	2007	September
2007-01-09	14:35:49	126.15378	-10.05811	ALB	Spring	2007	September
2007-01-09	14:36:49	126.15288	-10.05712	ALB	Spring	2007	September
2007-01-09	14:37:49	126.15198	-10.05612	ALB	Spring	2007	September
2007-01-09	14:38:49	126.15109	-10.05511	ALB	Spring	2007	September
2007-01-09	14:39:49	126.15016	-10.05414	ALB	Spring	2007	September
2007-01-09	14:40:49	126.14923	-10.0532	ALB	Spring	2007	September
2007-01-09	14:41:49	126.1483	-10.05224	ALB	Spring	2007	September
2007-01-09	14:42:49	126.14737	-10.05129	ALB	Spring	2007	September
2007-01-09	14:43:49	126.14643	-10.05033	ALB	Spring	2007	September
2007-01-09	14:44:49	126.14553	-10.04939	ALB	Spring	2007	September
2007-01-09	14:45:49	126.14456	-10.04839	ALB	Spring	2007	September
2007-01-09	14:46:49	126.14355	-10.04733	ALB	Spring	2007	September
2007-01-09	14:47:49	126.14255	-10.04621	ALB	Spring	2007	September
2007-01-09	14:48:49	126.14159	-10.04518	ALB	Spring	2007	September
2007-01-09	14:49:49	126.14064	-10.04416	ALB	Spring	2007	September
2007-01-09	14:50:49	126.13967	-10.04313	ALB	Spring	2007	September
2007-01-09	14:51:49	126.13866	-10.04213	ALB	Spring	2007	September
2007-01-09	14:52:49	126.13763	-10.04115	ALB	Spring	2007	September
2007-01-09	14:53:49	126.13662	-10.04019	ALB	Spring	2007	September
2007-01-09	14:54:49	126.13561	-10.03918	ALB	Spring	2007	September
2007-01-09	14:55:49	126.1346	-10.03816	ALB	Spring	2007	September
2007-01-09	14:56:49	126.13359	-10.03716	ALB	Spring	2007	September
2007-01-09	14:57:49	126.13253	-10.0362	ALB	Spring	2007	September
2007-01-09	14:58:49	126.13158	-10.03518	ALB	Spring	2007	September
2007-01-09	14:59:49	126.13061	-10.03412	ALB	Spring	2007	September
2007-01-09	15:00:49	126.12964	-10.03309	ALB	Spring	2007	September
2007-01-09	15:01:49	126.12868	-10.03204	ALB	Spring	2007	September
2007-01-09	15:02:49	126.12771	-10.03099	ALB	Spring	2007	September
2007-01-09	15:03:49	126.12678	-10.02993	ALB	Spring	2007	September
2007-01-09	15:04:49	126.12583	-10.02891	ALB	Spring	2007	September
2007-01-09	15:05:49	126.12493	-10.02783	ALB	Spring	2007	September
2007-01-09	15:06:49	126.12404	-10.02677	ALB	Spring	2007	September
2007-01-09	15:07:49	126.12311	-10.0257	ALB	Spring	2007	September
2007-01-09	15:08:49	126.12221	-10.02461	ALB	Spring	2007	September
2007-01-09	15:09:49	126.12129	-10.02354	ALB	Spring	2007	September
2007-01-09	15:10:49	126.12039	-10.02246	ALB	Spring	2007	September
2007-01-09	15:11:49	126.1195	-10.02137	ALB	Spring	2007	September
2007-01-09	15:12:49	126.11858	-10.0203	ALB	Spring	2007	September
2007-01-09	15:13:49	126.11771	-10.01918	ALB	Spring	2007	September
2007-01-09	15:14:49	126.11681	-10.01809	ALB	Spring	2007	September
2007-01-09	15:15:49	126.11587	-10.017	ALB	Spring	2007	September
2007-01-09	15:16:49	126.11494	-10.01594	ALB	Spring	2007	September
2007-01-09	15:17:49	126.11401	-10.01486	ALB	Spring	2007	September
2007-01-09	15:18:49	126.11308	-10.01379	ALB	Spring	2007	September
2007-01-09	15:19:49	126.11216	-10.01271	ALB	Spring	2007	September
2007-01-09	15:20:49	126.1112	-10.01166	ALB	Spring	2007	September
2007-01-09	15:21:49	126.11025	-10.01059	ALB	Spring	2007	September
2007-01-09	15:22:49	126.10931	-10.00954	ALB	Spring	2007	September
2007-01-09	15:23:49	126.10838	-10.00848	ALB	Spring	2007	September
2007-01-09	15:24:49	126.10741	-10.00741	ALB	Spring	2007	September
2007-01-09	15:25:49	126.10647	-10.00634	ALB	Spring	2007	September
2007-01-09	15:26:49	126.1055	-10.0053	ALB	Spring	2007	September
2007-01-09	15:27:49	126.10452	-10.00428	ALB	Spring	2007	September
2007-01-09	15:28:49	126.10355	-10.00322	ALB	Spring	2007	September
2007-01-09	15:29:49	126.10256	-10.00218	ALB	Spring	2007	September
2007-01-09	15:30:49	126.1016	-10.00114	ALB	Spring	2007	September
2007-01-09	15:31:49	126.10062	-10.0001	ALB	Spring	2007	September
2007-01-09	15:32:49	126.09966	-9.99906	ALB	Spring	2007	September
2007-01-09	15:33:49	126.09868	-9.99801	ALB	Spring	2007	September
2007-01-09	15:34:49	126.09767	-9.99695	ALB	Spring	2007	September
2007-01-09	15:35:49	126.09671	-9.99589	ALB	Spring	2007	September
2007-01-09	15:36:49	126.09573	-9.99488	ALB	Spring	2007	September
2007-01-09	15:37:49	126.09479	-9.99389	ALB	Spring	2007	September
2007-01-09	15:38:49	126.09385	-9.9929	ALB	Spring	2007	September
2007-01-09	15:39:49	126.09293	-9.99188	ALB	Spring	2007	September
2007-01-09	15:40:49	126.09201	-9.99087	ALB	Spring	2007	September
2007-01-09	15:41:49	126.0911	-9.98986	ALB	Spring	2007	September
2007-01-09	15:42:49	126.09016	-9.98884	ALB	Spring	2007	September
2007-01-09	15:43:49	126.08926	-9.9878	ALB	Spring	2007	September
2007-01-09	15:44:49	126.08834	-9.98679	ALB	Spring	2007	September
2007-01-09	15:45:49	126.08743	-9.98577	ALB	Spring	2007	September
2007-01-09	15:46:49	126.08653	-9.98474	ALB	Spring	2007	September
2007-01-09	15:47:49	126.0856	-9.98375	ALB	Spring	2007	September
2007-01-09	15:48:49	126.08475	-9.9827	ALB	Spring	2007	September
2007-01-09	15:49:49	126.08385	-9.98167	ALB	Spring	2007	September
2007-01-09	15:50:49	126.08298	-9.98061	ALB	Spring	2007	September
2007-01-09	15:51:49	126.08206	-9.97959	ALB	Spring	2007	September
2007-01-09	15:52:49	126.08116	-9.97858	ALB	Spring	2007	September
2007-01-09	15:53:49	126.08029	-9.97753	ALB	Spring	2007	September
2007-01-09	15:54:49	126.07938	-9.97651	ALB	Spring	2007	September
2007-01-09	15:55:49	126.07848	-9.97547	ALB	Spring	2007	September
2007-01-09	15:56:49	126.07755	-9.97447	ALB	Spring	2007	September
2007-01-09	15:57:49	126.07669	-9.97339	ALB	Spring	2007	September
2007-01-09	15:58:49	126.07575	-9.97239	ALB	Spring	2007	September
2007-01-09	15:59:49	126.07482	-9.97139	ALB	Spring	2007	September
2007-01-09	16:00:49	126.07387	-9.97038	ALB	Spring	2007	September
2007-01-09	16:01:49	126.07295	-9.96939	ALB	Spring	2007	September
2007-01-09	16:02:49	126.07203	-9.96834	ALB	Spring	2007	September
2007-01-09	16:03:49	126.07112	-9.96729	ALB	Spring	2007	September
2007-01-09	16:04:49	126.07019	-9.96627	ALB	Spring	2007	September
2007-01-09	16:05:49	126.06923	-9.96525	ALB	Spring	2007	September
2007-01-09	16:06:49	126.06828	-9.96422	ALB	Spring	2007	September
2007-01-09	16:07:49	126.06739	-9.96319	ALB	Spring	2007	September
2007-01-09	16:08:49	126.06649	-9.96214	ALB	Spring	2007	September
2007-01-09	16:09:49	126.0656	-9.96109	ALB	Spring	2007	September
2007-01-09	16:10:49	126.06467	-9.96005	ALB	Spring	2007	September
2007-01-09	16:11:49	126.06379	-9.95897	ALB	Spring	2007	September
2007-01-09	16:12:49	126.06287	-9.95793	ALB	Spring	2007	September
2007-01-09	16:13:27	126.06229	-9.95726	ALB	Spring	2007	September
2007-01-09	16:29:01	126.0472	-9.94138	ALB	Spring	2007	September
2007-01-09	16:30:01	126.04625	-9.94032	ALB	Spring	2007	September
2007-01-09	16:31:01	126.04522	-9.93932	ALB	Spring	2007	September
2007-01-09	16:32:01	126.04425	-9.9383	ALB	Spring	2007	September
2007-01-09	16:33:01	126.04326	-9.93727	ALB	Spring	2007	September
2007-01-09	16:34:01	126.04233	-9.93621	ALB	Spring	2007	September
2007-01-09	16:35:01	126.04141	-9.93516	ALB	Spring	2007	September
2007-01-09	16:36:01	126.0405	-9.93408	ALB	Spring	2007	September
2007-01-09	16:37:01	126.03953	-9.93304	ALB	Spring	2007	September
2007-01-09	16:38:01	126.03861	-9.93196	ALB	Spring	2007	September
2007-01-09	16:39:01	126.03767	-9.93091	ALB	Spring	2007	September
2007-01-09	16:40:01	126.03679	-9.92982	ALB	Spring	2007	September
2007-01-09	16:41:01	126.03584	-9.92875	ALB	Spring	2007	September
2007-01-09	16:42:01	126.03493	-9.92769	ALB	Spring	2007	September
2007-01-09	16:43:01	126.03403	-9.92662	ALB	Spring	2007	September
2007-01-09	16:44:01	126.03312	-9.92553	ALB	Spring	2007	September
2007-01-09	16:45:01	126.03219	-9.92445	ALB	Spring	2007	September
2007-01-09	16:46:01	126.03125	-9.9234	ALB	Spring	2007	September
2007-01-09	16:47:01	126.0303	-9.92234	ALB	Spring	2007	September
2007-01-09	16:48:01	126.02936	-9.92127	ALB	Spring	2007	September
2007-01-09	16:49:01	126.02839	-9.9202	ALB	Spring	2007	September
2007-01-09	16:50:01	126.02744	-9.91915	ALB	Spring	2007	September
2007-01-09	16:50:12	126.02726	-9.91895	ALB	Spring	2007	September
2007-02-09	05:16:54	126.20761	-10.13154	ALB	Spring	2007	September
2007-02-09	05:17:54	126.20725	-10.13029	ALB	Spring	2007	September
2007-02-09	05:18:54	126.20729	-10.1291	ALB	Spring	2007	September
2007-02-09	05:19:54	126.20731	-10.12788	ALB	Spring	2007	September
2007-02-09	05:20:54	126.20736	-10.12664	ALB	Spring	2007	September
2007-02-09	05:21:54	126.20744	-10.1254	ALB	Spring	2007	September
2007-02-09	05:22:54	126.20738	-10.12415	ALB	Spring	2007	September
2007-02-09	05:23:54	126.20735	-10.12286	ALB	Spring	2007	September
2007-02-09	05:24:54	126.2073	-10.12161	ALB	Spring	2007	September
2007-02-09	05:25:54	126.20713	-10.12036	ALB	Spring	2007	September
2007-02-09	05:26:54	126.20695	-10.11911	ALB	Spring	2007	September
2007-02-09	05:27:54	126.20669	-10.11786	ALB	Spring	2007	September
2007-02-09	05:28:54	126.20644	-10.11658	ALB	Spring	2007	September
2007-02-09	05:29:54	126.20606	-10.11533	ALB	Spring	2007	September
2007-02-09	05:30:54	126.20569	-10.11412	ALB	Spring	2007	September
2007-02-09	05:31:54	126.20524	-10.1129	ALB	Spring	2007	September
2007-02-09	05:32:54	126.20479	-10.11166	ALB	Spring	2007	September
2007-02-09	05:33:54	126.20431	-10.11043	ALB	Spring	2007	September
2007-02-09	05:34:54	126.20375	-10.10923	ALB	Spring	2007	September
2007-02-09	05:35:54	126.20311	-10.10807	ALB	Spring	2007	September
2007-02-09	05:36:54	126.20241	-10.10694	ALB	Spring	2007	September
2007-02-09	05:37:54	126.20169	-10.10579	ALB	Spring	2007	September
2007-02-09	05:38:54	126.20092	-10.10461	ALB	Spring	2007	September
2007-02-09	05:39:54	126.2001	-10.10354	ALB	Spring	2007	September
2007-02-09	05:40:54	126.19926	-10.10248	ALB	Spring	2007	September
2007-02-09	05:41:54	126.19836	-10.10144	ALB	Spring	2007	September
2007-02-09	05:42:54	126.19742	-10.10041	ALB	Spring	2007	September
2007-02-09	05:43:54	126.19644	-10.09943	ALB	Spring	2007	September
2007-02-09	05:44:54	126.19548	-10.09843	ALB	Spring	2007	September
2007-02-09	05:45:54	126.19452	-10.09742	ALB	Spring	2007	September
2007-02-09	05:46:54	126.19354	-10.0964	ALB	Spring	2007	September
2007-02-09	05:47:54	126.19264	-10.09534	ALB	Spring	2007	September
2007-02-09	05:48:54	126.19175	-10.09428	ALB	Spring	2007	September
2007-02-09	05:49:54	126.19082	-10.09324	ALB	Spring	2007	September
2007-02-09	05:50:54	126.18993	-10.09216	ALB	Spring	2007	September
2007-02-09	05:51:54	126.1891	-10.09105	ALB	Spring	2007	September
2007-02-09	05:52:54	126.18819	-10.08997	ALB	Spring	2007	September
2007-02-09	05:53:54	126.18729	-10.08887	ALB	Spring	2007	September
2007-02-09	05:54:54	126.18644	-10.08778	ALB	Spring	2007	September
2007-02-09	05:55:54	126.18552	-10.08671	ALB	Spring	2007	September
2007-02-09	05:56:54	126.18461	-10.08567	ALB	Spring	2007	September
2007-02-09	05:57:54	126.18368	-10.08462	ALB	Spring	2007	September
2007-02-09	05:58:54	126.18274	-10.08358	ALB	Spring	2007	September
2007-02-09	05:59:54	126.18177	-10.08251	ALB	Spring	2007	September
2007-02-09	06:00:54	126.1808	-10.08145	ALB	Spring	2007	September
2007-02-09	06:01:54	126.1798	-10.08039	ALB	Spring	2007	September
2007-02-09	06:02:54	126.17882	-10.07932	ALB	Spring	2007	September
2007-02-09	06:03:54	126.17783	-10.07826	ALB	Spring	2007	September
2007-02-09	06:04:54	126.17683	-10.0772	ALB	Spring	2007	September
2007-02-09	06:05:54	126.17582	-10.07613	ALB	Spring	2007	September
2007-02-09	06:06:54	126.17483	-10.07505	ALB	Spring	2007	September
2007-02-09	06:07:54	126.17382	-10.07399	ALB	Spring	2007	September
2007-02-09	06:08:54	126.17283	-10.0729	ALB	Spring	2007	September
2007-02-09	06:09:54	126.17184	-10.07179	ALB	Spring	2007	September
2007-02-09	06:10:54	126.17084	-10.07071	ALB	Spring	2007	September
2007-02-09	06:11:54	126.16989	-10.06963	ALB	Spring	2007	September
2007-02-09	06:12:54	126.16891	-10.0685	ALB	Spring	2007	September
2007-02-09	06:13:54	126.16792	-10.06743	ALB	Spring	2007	September
2007-02-09	06:14:54	126.16692	-10.06635	ALB	Spring	2007	September
2007-02-09	06:15:54	126.16596	-10.06521	ALB	Spring	2007	September
2007-02-09	06:16:54	126.16496	-10.06412	ALB	Spring	2007	September
2007-02-09	06:17:54	126.16398	-10.06305	ALB	Spring	2007	September
2007-02-09	06:18:54	126.16304	-10.06197	ALB	Spring	2007	September
2007-02-09	06:19:54	126.16208	-10.06092	ALB	Spring	2007	September
2007-02-09	06:20:54	126.16112	-10.05989	ALB	Spring	2007	September
2007-02-09	06:21:54	126.16016	-10.05884	ALB	Spring	2007	September
2007-02-09	06:22:54	126.15922	-10.05776	ALB	Spring	2007	September
2007-02-09	06:23:54	126.15827	-10.05671	ALB	Spring	2007	September
2007-02-09	06:24:54	126.15732	-10.05565	ALB	Spring	2007	September
2007-02-09	06:25:54	126.15633	-10.05461	ALB	Spring	2007	September
2007-02-09	06:26:54	126.1554	-10.05354	ALB	Spring	2007	September
2007-02-09	06:27:54	126.15444	-10.05247	ALB	Spring	2007	September
2007-02-09	06:28:54	126.15347	-10.05142	ALB	Spring	2007	September
2007-02-09	06:29:54	126.15251	-10.05036	ALB	Spring	2007	September
2007-02-09	06:30:54	126.15153	-10.04931	ALB	Spring	2007	September
2007-02-09	06:31:54	126.15056	-10.04825	ALB	Spring	2007	September
2007-02-09	06:32:54	126.14958	-10.0472	ALB	Spring	2007	September
2007-02-09	06:33:54	126.14863	-10.04615	ALB	Spring	2007	September
2007-02-09	06:34:54	126.14767	-10.04509	ALB	Spring	2007	September
2007-02-09	06:35:54	126.14668	-10.04402	ALB	Spring	2007	September
2007-02-09	06:36:54	126.14571	-10.04296	ALB	Spring	2007	September
2007-02-09	06:37:54	126.14473	-10.0419	ALB	Spring	2007	September
2007-02-09	06:38:54	126.14376	-10.04083	ALB	Spring	2007	September
2007-02-09	06:39:54	126.14283	-10.03975	ALB	Spring	2007	September
2007-02-09	06:40:54	126.14185	-10.0387	ALB	Spring	2007	September
2007-02-09	06:41:54	126.14088	-10.03767	ALB	Spring	2007	September
2007-02-09	06:42:54	126.13993	-10.0366	ALB	Spring	2007	September
2007-02-09	06:43:54	126.13896	-10.03555	ALB	Spring	2007	September
2007-02-09	06:44:54	126.13799	-10.03451	ALB	Spring	2007	September
2007-02-09	06:45:54	126.13702	-10.03347	ALB	Spring	2007	September
2007-02-09	06:46:54	126.13607	-10.03238	ALB	Spring	2007	September
2007-02-09	06:47:54	126.13509	-10.03132	ALB	Spring	2007	September
2007-02-09	06:48:54	126.13412	-10.03028	ALB	Spring	2007	September
2007-02-09	06:49:54	126.13317	-10.02921	ALB	Spring	2007	September
2007-02-09	06:50:54	126.13221	-10.02816	ALB	Spring	2007	September
2007-02-09	06:51:54	126.13121	-10.02711	ALB	Spring	2007	September
2007-02-09	06:52:54	126.13026	-10.02604	ALB	Spring	2007	September
2007-02-09	06:53:54	126.1293	-10.02498	ALB	Spring	2007	September
2007-02-09	06:54:54	126.12832	-10.0239	ALB	Spring	2007	September
2007-02-09	06:55:54	126.12735	-10.02285	ALB	Spring	2007	September
2007-02-09	06:56:54	126.12638	-10.02175	ALB	Spring	2007	September
2007-02-09	06:57:54	126.12542	-10.02068	ALB	Spring	2007	September
2007-02-09	06:58:54	126.12451	-10.01961	ALB	Spring	2007	September
2007-02-09	06:59:54	126.12358	-10.01851	ALB	Spring	2007	September
2007-02-09	07:00:54	126.12267	-10.01744	ALB	Spring	2007	September
2007-02-09	07:01:54	126.12172	-10.01636	ALB	Spring	2007	September
2007-02-09	07:02:54	126.1208	-10.01525	ALB	Spring	2007	September
2007-02-09	07:03:54	126.11984	-10.01419	ALB	Spring	2007	September
2007-02-09	07:04:54	126.11891	-10.01308	ALB	Spring	2007	September
2007-02-09	07:05:54	126.11798	-10.01199	ALB	Spring	2007	September
2007-02-09	07:06:54	126.11704	-10.01092	ALB	Spring	2007	September
2007-02-09	07:07:54	126.11612	-10.00987	ALB	Spring	2007	September
2007-02-09	07:08:54	126.1152	-10.00878	ALB	Spring	2007	September
2007-02-09	07:09:54	126.11431	-10.0077	ALB	Spring	2007	September
2007-02-09	07:10:54	126.1134	-10.00663	ALB	Spring	2007	September
2007-02-09	07:11:54	126.11249	-10.00554	ALB	Spring	2007	September
2007-02-09	07:12:54	126.11157	-10.00446	ALB	Spring	2007	September
2007-02-09	07:13:54	126.11065	-10.00344	ALB	Spring	2007	September
2007-02-09	07:14:54	126.10972	-10.00237	ALB	Spring	2007	September
2007-02-09	07:15:54	126.1088	-10.0013	ALB	Spring	2007	September
2007-02-09	07:16:54	126.10786	-10.00024	ALB	Spring	2007	September
2007-02-09	07:17:54	126.10691	-9.99919	ALB	Spring	2007	September
2007-02-09	07:18:54	126.10594	-9.99816	ALB	Spring	2007	September
2007-02-09	07:19:54	126.10501	-9.9971	ALB	Spring	2007	September
2007-02-09	07:20:54	126.10405	-9.99606	ALB	Spring	2007	September
2007-02-09	07:21:54	126.10308	-9.99502	ALB	Spring	2007	September
2007-02-09	07:22:54	126.10211	-9.99399	ALB	Spring	2007	September
2007-02-09	07:23:54	126.10114	-9.99297	ALB	Spring	2007	September
2007-02-09	07:24:54	126.10021	-9.99197	ALB	Spring	2007	September
2007-02-09	07:25:54	126.09928	-9.99097	ALB	Spring	2007	September
2007-02-09	07:26:54	126.09834	-9.98991	ALB	Spring	2007	September
2007-02-09	07:27:54	126.09737	-9.98885	ALB	Spring	2007	September
2007-02-09	07:28:54	126.09641	-9.98781	ALB	Spring	2007	September
2007-02-09	07:29:54	126.09553	-9.98679	ALB	Spring	2007	September
2007-02-09	07:30:54	126.09457	-9.98573	ALB	Spring	2007	September
2007-02-09	07:31:54	126.09367	-9.98473	ALB	Spring	2007	September
2007-02-09	07:32:54	126.0928	-9.98366	ALB	Spring	2007	September
2007-02-09	07:33:54	126.09192	-9.9826	ALB	Spring	2007	September
2007-02-09	07:34:54	126.091	-9.98157	ALB	Spring	2007	September
2007-02-09	07:35:54	126.09006	-9.98054	ALB	Spring	2007	September
2007-02-09	07:36:54	126.0891	-9.9795	ALB	Spring	2007	September
2007-02-09	07:37:54	126.08817	-9.97849	ALB	Spring	2007	September
2007-02-09	07:38:54	126.08726	-9.97746	ALB	Spring	2007	September
2007-02-09	07:39:54	126.08633	-9.97645	ALB	Spring	2007	September
2007-02-09	07:40:54	126.0854	-9.97541	ALB	Spring	2007	September
2007-02-09	07:41:54	126.08445	-9.9744	ALB	Spring	2007	September
2007-02-09	07:42:54	126.08352	-9.97332	ALB	Spring	2007	September
2007-02-09	07:43:54	126.08266	-9.97231	ALB	Spring	2007	September
2007-02-09	07:44:54	126.08174	-9.9713	ALB	Spring	2007	September
2007-02-09	07:45:54	126.08082	-9.97028	ALB	Spring	2007	September
2007-02-09	07:46:54	126.0799	-9.96928	ALB	Spring	2007	September
2007-02-09	07:47:54	126.07895	-9.96823	ALB	Spring	2007	September
2007-02-09	07:48:54	126.07802	-9.9672	ALB	Spring	2007	September
2007-02-09	07:49:54	126.07708	-9.96618	ALB	Spring	2007	September
2007-02-09	07:50:54	126.07613	-9.9651	ALB	Spring	2007	September
2007-02-09	07:51:54	126.07519	-9.96407	ALB	Spring	2007	September
2007-02-09	07:52:54	126.07427	-9.96304	ALB	Spring	2007	September
2007-02-09	07:53:54	126.07335	-9.96203	ALB	Spring	2007	September
2007-02-09	07:54:54	126.07243	-9.96103	ALB	Spring	2007	September
2007-02-09	07:55:54	126.0715	-9.96	ALB	Spring	2007	September
2007-02-09	07:56:54	126.07056	-9.95898	ALB	Spring	2007	September
2007-02-09	07:57:54	126.06964	-9.95796	ALB	Spring	2007	September
2007-02-09	07:58:54	126.06869	-9.95692	ALB	Spring	2007	September
2007-02-09	07:59:54	126.06775	-9.95585	ALB	Spring	2007	September
2007-02-09	08:00:54	126.0668	-9.95478	ALB	Spring	2007	September
2007-02-09	08:01:54	126.06582	-9.95371	ALB	Spring	2007	September
2007-02-09	08:02:43	126.06505	-9.95285	ALB	Spring	2007	September
2007-02-09	09:50:28	125.96114	-9.84067	ALB	Spring	2007	September
2007-02-09	09:51:28	125.96044	-9.83957	ALB	Spring	2007	September
2007-02-09	09:52:28	125.95949	-9.83851	ALB	Spring	2007	September
2007-02-09	09:53:28	125.95858	-9.83742	ALB	Spring	2007	September
2007-02-09	09:54:28	125.95763	-9.83632	ALB	Spring	2007	September
2007-02-09	09:55:28	125.9567	-9.83526	ALB	Spring	2007	September
2007-02-09	09:56:28	125.95577	-9.83418	ALB	Spring	2007	September
2007-02-09	09:57:28	125.9548	-9.8331	ALB	Spring	2007	September
2007-02-09	09:58:28	125.95384	-9.83203	ALB	Spring	2007	September
2007-02-09	09:59:28	125.95287	-9.83098	ALB	Spring	2007	September
2007-02-09	10:00:28	125.9519	-9.82991	ALB	Spring	2007	September
2007-02-09	10:01:28	125.95095	-9.82887	ALB	Spring	2007	September
2007-02-09	10:02:28	125.94995	-9.82782	ALB	Spring	2007	September
2007-02-09	10:03:28	125.949	-9.82677	ALB	Spring	2007	September
2007-02-09	10:04:28	125.94803	-9.82572	ALB	Spring	2007	September
2007-02-09	10:05:28	125.94707	-9.82467	ALB	Spring	2007	September
2007-02-09	10:06:28	125.9461	-9.82363	ALB	Spring	2007	September
2007-02-09	10:07:28	125.94515	-9.82257	ALB	Spring	2007	September
2007-02-09	10:08:28	125.94414	-9.82154	ALB	Spring	2007	September
2007-02-09	10:09:28	125.94321	-9.82047	ALB	Spring	2007	September
2007-02-09	10:10:28	125.94226	-9.81942	ALB	Spring	2007	September
2007-02-09	10:11:28	125.94132	-9.81834	ALB	Spring	2007	September
2007-02-09	10:12:28	125.94035	-9.81727	ALB	Spring	2007	September
2007-02-09	10:13:28	125.93939	-9.81624	ALB	Spring	2007	September
2007-02-09	10:14:28	125.93844	-9.8152	ALB	Spring	2007	September
2007-02-09	10:15:28	125.9375	-9.81417	ALB	Spring	2007	September
2007-02-09	10:16:28	125.93658	-9.81312	ALB	Spring	2007	September
2007-02-09	10:17:28	125.93565	-9.81207	ALB	Spring	2007	September
2007-02-09	10:18:28	125.93474	-9.811	ALB	Spring	2007	September
2007-02-09	10:19:28	125.9338	-9.80995	ALB	Spring	2007	September
2007-02-09	10:20:28	125.93291	-9.80887	ALB	Spring	2007	September
2007-02-09	10:21:28	125.93197	-9.80779	ALB	Spring	2007	September
2007-02-09	10:22:28	125.93105	-9.8067	ALB	Spring	2007	September
2007-02-09	10:23:28	125.93013	-9.80565	ALB	Spring	2007	September
2007-02-09	10:24:28	125.92918	-9.80458	ALB	Spring	2007	September
2007-02-09	10:25:28	125.92823	-9.80352	ALB	Spring	2007	September
2007-02-09	10:26:28	125.92725	-9.80247	ALB	Spring	2007	September
2007-02-09	10:27:28	125.92629	-9.80144	ALB	Spring	2007	September
2007-02-09	10:28:28	125.92535	-9.80041	ALB	Spring	2007	September
2007-02-09	10:29:28	125.92436	-9.79938	ALB	Spring	2007	September
2007-02-09	10:30:28	125.92338	-9.79834	ALB	Spring	2007	September
2007-02-09	10:31:28	125.92242	-9.7973	ALB	Spring	2007	September
2007-02-09	10:32:28	125.92147	-9.79627	ALB	Spring	2007	September
2007-02-09	10:33:28	125.92055	-9.79522	ALB	Spring	2007	September
